milestone_year,timestep,NL_Wind_Onshore,NL_Wind_Offshore,NL_Solar,BE_Wind_Onshore,BE_Wind_Offshore,BE_Solar,DE_Wind_Onshore,DE_Wind_Offshore,DE_Solar,FR_Wind_Onshore,FR_Wind_Offshore,FR_Solar,DK_Wind_Onshore,DK_Wind_Offshore,DK_Solar,UK_Wind_Onshore,UK_Wind_Offshore,UK_Solar,IE_Wind_Onshore,IE_Wind_Offshore,IE_Solar,CH_Wind_Onshore,CH_Solar,AT_Wind_Onshore,AT_Solar,LU_Wind_Onshore,LU_Solar,CZ_Wind_Onshore,CZ_Solar,PL_Wind_Onshore,PL_Wind_Offshore,PL_Solar,SE_Solar,SE_Wind_Onshore,SE_Wind_Offshore,NO_Solar,NO_Wind_Onshore,NO_Wind_Offshore,ES_Wind_Onshore,ES_Wind_Offshore,ES_Solar,PT_Wind_Onshore,PT_Wind_Offshore,PT_Solar,IT_Wind_Onshore,IT_Wind_Offshore,IT_Solar,MT_Solar,SI_Solar,SI_Wind_Onshore,SI_Wind_Offshore,HU_Solar,HU_Wind_Onshore,SK_Solar,SK_Wind_Onshore,LT_Solar,LT_Wind_Onshore,LT_Wind_Offshore,LV_Solar,LV_Wind_Onshore,LV_Wind_Offshore,EE_Solar,EE_Wind_Onshore,EE_Wind_Offshore,FI_Solar,FI_Wind_Onshore,FI_Wind_Offshore,HR_Solar,HR_Wind_Onshore,HR_Wind_Offshore,GR_Solar,GR_Wind_Onshore,GR_Wind_Offshore,BG_Solar,BG_Wind_Onshore,RO_Solar,RO_Wind_Onshore,RO_Wind_Offshore,CY_Solar,CY_Wind_Onshore,OBZLL_Wind_Offshore,BE_Hydro,DE_Hydro,FR_Hydro,UK_Hydro,IE_Hydro,CH_Hydro,AT_Hydro,LU_Hydro,CZ_Hydro,PL_Hydro,ES_Hydro,PT_Hydro,IT_Hydro,SI_Hydro,HU_Hydro,SK_Hydro,LT_Hydro,LV_Hydro,HR_Hydro,GR_Hydro,BG_Hydro,RO_Hydro,NL_E_Demand,BE_E_Demand,DE_E_Demand,FR_E_Demand,DK_E_Demand,UK_E_Demand,IE_E_Demand,CH_E_Demand,AT_E_Demand,LU_E_Demand,CZ_E_Demand,PL_E_Demand,SE_E_Demand,NO_E_Demand,ES_E_Demand,PT_E_Demand,IT_E_Demand,MT_E_Demand,SI_E_Demand,HU_E_Demand,SK_E_Demand,LT_E_Demand,LV_E_Demand,EE_E_Demand,FI_E_Demand,HR_E_Demand,GR_E_Demand,BG_E_Demand,RO_E_Demand,CY_E_Demand,OBZLL_E_Demand,DE_Hydro_Reservoir_Inflow,DE_Pump_Hydro_Open_Inflow,FR_Hydro_Reservoir_Inflow,CH_Pump_Hydro_Open_Inflow,AT_Pump_Hydro_Open_Inflow,AT_Hydro_Reservoir_Inflow,CZ_Hydro_Reservoir_Inflow,CZ_Pump_Hydro_Open_Inflow,PL_Hydro_Reservoir_Inflow,PL_Pump_Hydro_Open_Inflow,SE_Hydro_Reservoir_Inflow,NO_Pump_Hydro_Open_Inflow,ES_Pump_Hydro_Open_Inflow,ES_Hydro_Reservoir_Inflow,PT_Hydro_Reservoir_Inflow,PT_Pump_Hydro_Open_Inflow,IT_Hydro_Reservoir_Inflow,IT_Pump_Hydro_Open_Inflow,SK_Hydro_Reservoir_Inflow,SK_Pump_Hydro_Open_Inflow,FI_Hydro_Reservoir_Inflow,HR_Hydro_Reservoir_Inflow,HR_Pump_Hydro_Open_Inflow,GR_Hydro_Reservoir_Inflow,GR_Pump_Hydro_Open_Inflow,BG_Hydro_Reservoir_Inflow,BG_Pump_Hydro_Open_Inflow,RO_Hydro_Reservoir_Inflow,RO_Pump_Hydro_Open_Inflow
2050,1,0.927320872,0.975744495,0,0.550344819,0.926429635,0,0.486080569,0.943364421,0,0.312095537,0.466764086,0,0.92415972,0.922979418,0,0.949371343,0.937795929,0,0.949649745,0.948542515,0,0.464575448,0,0.258060357,0,0.00059731,0,0.332634165,0,0.799613672,0.934601868,0,0,0.790213424,0.745751193,0,0.656185072,0.85572711,0.281392593,0.281367475,0,0.164846639,0.084441927,0,0.719836862,0.764892802,0,0,0,0.309408456,0.940964948,0,0.165915523,0,0.061089723,0,0.829307796,0.833453176,0,0.748542542,0.837032901,0,0.623178427,0.817604489,0,0.70626237,0.350739779,0,0.396325215,0.761643081,0,0.747861712,0.610838213,0,0.679632899,0,0.296792818,0.783374598,0,0.44199103,0.978982281,0.400793095,0.268261687,0.264136029,0.183843548,0.763480392,0.330802366,0.424661711,0.483907531,0.333530725,0.282527147,0.197661692,0.271053507,0.21468006,0.211026469,0.473557692,0.354916104,0.362258953,0.145549765,0.456773128,0.137547845,0.229227866,0.305098329,0.633142247,0.557018655,0.610199598,0.706749132,0.514043956,0.467309004,0.556457258,0.752193305,0.561845156,0.673634953,0.565906495,0.79066012,0.549857165,0.710525499,0.668044894,0.75464629,0.448736359,0.283846771,0.393182717,0.604381085,0.609048398,0.505720602,0.462472108,0.517061885,0.623442761,0.542366601,0.351893275,0.436813185,0.54253407,0.478510744,0,0.050341683,0.027815159,0.246761873,0.038939509,0.031482811,0.033398691,0.191062925,0.003502888,0.218555689,0.129074784,0.212947457,0.143900476,0.011408664,0.12525161,0.161209856,0.048981323,0.151860967,0.065873138,0.345288592,0.039567601,0.453227822,0.436658163,0.261206338,0.400033911,0.058118741,0.245250745,0.108677863,0.278021438,0.367412891
2050,2,0.927320872,0.974481951,0,0.550344819,0.92345095,0,0.486080569,0.947171667,0,0.312095537,0.440103767,0,0.92415972,0.93859125,0,0.949371343,0.926822954,0,0.949649745,0.949999468,0,0.464575448,0,0.258060357,0,0.00059731,0,0.332634165,0,0.799613672,0.943688185,0,0,0.790213424,0.739293638,0,0.656185072,0.81833547,0.281392593,0.255079421,0,0.164846639,0.094571422,0,0.719836862,0.787470279,0,0,0,0.309408456,0.897673821,0,0.165915523,0,0.061089723,0,0.829307796,0.891413421,0,0.748542542,0.875827379,0,0.623178427,0.820597366,0,0.70626237,0.375756452,0,0.396325215,0.788500931,0,0.747861712,0.619836156,0,0.679632899,0,0.296792818,0.774148966,0,0.44199103,0.978755492,0.400793095,0.268261687,0.264136029,0.183843548,0.763480392,0.330802366,0.424661711,0.483907531,0.333530725,0.282527147,0.197661692,0.271053507,0.21468006,0.211026469,0.473557692,0.354916104,0.362258953,0.145549765,0.456773128,0.137547845,0.229227866,0.305098329,0.625239406,0.546553061,0.600086201,0.660438368,0.496434303,0.444312294,0.515175203,0.745572393,0.533957227,0.66623336,0.563490614,0.758926117,0.546055683,0.700338717,0.638047341,0.695707671,0.437975415,0.266245873,0.381348121,0.586478353,0.605621136,0.502918876,0.456633681,0.507844381,0.63862147,0.531602754,0.339969418,0.421037296,0.535658605,0.233731221,0,0.050341683,0.027815159,0.246761873,0.038939509,0.031482811,0.033398691,0.191062925,0.003502888,0.218555689,0.129074784,0.212947457,0.143900476,0.011408664,0.12525161,0.161209856,0.048981323,0.151860967,0.065873138,0.345288592,0.039567601,0.453227822,0.436658163,0.261206338,0.400033911,0.058118741,0.245250745,0.108677863,0.278021438,0.367412891
2050,3,0.929583863,0.974812418,0,0.564551473,0.926169074,0,0.490766477,0.948144475,0,0.287379623,0.418184879,0,0.933647429,0.943348774,0,0.948474223,0.941737821,0,0.949930779,0.949999809,0,0.367291756,0,0.287077449,0,0.001397364,0,0.332203755,0,0.80044098,0.943833694,0,0,0.786028223,0.734041466,0,0.672279114,0.78018324,0.261582784,0.265327891,0,0.164392203,0.111479941,0,0.748378751,0.797193252,0,0,0,0.30983495,0.71429202,0,0.211450241,0,0.050787724,0,0.835406682,0.93853805,0,0.746298224,0.92306893,0,0.626724207,0.824494636,0,0.71029405,0.401450435,0,0.405311375,0.806460077,0,0.753325967,0.660849496,0,0.704595405,0,0.262278991,0.737786084,0,0.503050148,0.978624495,0.400793095,0.268261687,0.264136029,0.183843548,0.763480392,0.330802366,0.424661711,0.483907531,0.333530725,0.282527147,0.197661692,0.271053507,0.21468006,0.211026469,0.473557692,0.354916104,0.362258953,0.145549765,0.456773128,0.137547845,0.229227866,0.305098329,0.621110133,0.53391764,0.597288776,0.621115451,0.510547906,0.4160284,0.481337991,0.743251757,0.516170297,0.656778436,0.563557971,0.679925671,0.543868622,0.695170699,0.661017871,0.658946568,0.432086484,0.258088303,0.374633968,0.570427341,0.60372795,0.493772453,0.450167685,0.506224952,0.638143312,0.526463858,0.331937558,0.412467623,0.534795841,0.229206595,0,0.050341683,0.027815159,0.246761873,0.038939509,0.031482811,0.033398691,0.191062925,0.003502888,0.218555689,0.129074784,0.212947457,0.143900476,0.011408664,0.12525161,0.161209856,0.048981323,0.151860967,0.065873138,0.345288592,0.039567601,0.453227822,0.436658163,0.261206338,0.400033911,0.058118741,0.245250745,0.108677863,0.278021438,0.367412891
2050,4,0.931062896,0.977629529,0,0.598345049,0.914431289,0,0.493880611,0.949795279,0,0.280869217,0.414414832,0,0.937813563,0.943775181,0,0.948975253,0.928355885,0,0.949999109,0.949986347,0,0.338986987,0,0.324830241,0,0,0,0.340014628,0,0.811240102,0.940830724,0,0,0.785041349,0.728247273,0,0.677164512,0.751732264,0.244247107,0.278114693,0,0.174200121,0.114202959,0,0.769988999,0.814509872,0,0,0,0.317170012,0.53857045,0,0.25459423,0,0.046733041,0,0.857412179,0.943744019,0,0.763814001,0.935694637,0,0.619340959,0.854706821,0,0.711945055,0.428917709,0,0.420408289,0.761816558,0,0.739620685,0.678121227,0,0.72825593,0,0.230082824,0.655360065,0,0.574787532,0.979072346,0.400793095,0.268261687,0.264136029,0.183843548,0.763480392,0.330802366,0.424661711,0.483907531,0.333530725,0.282527147,0.197661692,0.271053507,0.21468006,0.211026469,0.473557692,0.354916104,0.362258953,0.145549765,0.456773128,0.137547845,0.229227866,0.305098329,0.619755039,0.527747093,0.598466436,0.602311198,0.514769342,0.395554009,0.459975474,0.731103425,0.501063955,0.654985887,0.569101443,0.612453785,0.547536388,0.695462133,0.728585252,0.635401677,0.436536108,0.2562614,0.376695237,0.55963206,0.614367966,0.489852752,0.445015467,0.504776919,0.652040558,0.526420072,0.336261344,0.418062131,0.542973297,0.233190989,0,0.050341683,0.027815159,0.246761873,0.038939509,0.031482811,0.033398691,0.191062925,0.003502888,0.218555689,0.129074784,0.212947457,0.143900476,0.011408664,0.12525161,0.161209856,0.048981323,0.151860967,0.065873138,0.345288592,0.039567601,0.453227822,0.436658163,0.261206338,0.400033911,0.058118741,0.245250745,0.108677863,0.278021438,0.367412891
2050,5,0.933164825,0.976298455,0,0.631085398,0.843571823,0,0.48781827,0.949739233,0,0.293539234,0.436428811,0,0.942443095,0.946403015,0,0.949100951,0.928342597,0,0.949999893,0.947358299,0,0.274118406,0,0.331911306,0,0,0,0.338745347,0,0.81665148,0.94742327,0,0,0.788486003,0.729551839,0,0.674946214,0.727263666,0.228705091,0.284074001,0,0.176165718,0.119426486,0,0.763490802,0.841534443,0,0,0,0.31625251,0.41515428,0,0.287975088,0,0.049881616,0,0.883404895,0.934800329,0,0.772708043,0.925091334,0,0.59127221,0.896686725,0,0.715928644,0.495372646,0,0.441458758,0.758272687,0,0.724941819,0.691774577,0,0.742531684,0,0.202108068,0.573532336,0,0.537724198,0.979140386,0.400793095,0.268261687,0.264136029,0.183843548,0.763480392,0.330802366,0.424661711,0.483907531,0.333530725,0.282527147,0.197661692,0.271053507,0.21468006,0.211026469,0.473557692,0.354916104,0.362258953,0.145549765,0.456773128,0.137547845,0.229227866,0.305098329,0.620001247,0.558062812,0.600966647,0.603830295,0.536781765,0.384546564,0.450668181,0.750589455,0.509678406,0.641915354,0.578749905,0.567350227,0.574186296,0.697631576,0.774741166,0.621684139,0.440992371,0.264567604,0.371557427,0.561315726,0.639951694,0.487463115,0.437993368,0.513460388,0.693981398,0.534187628,0.35823034,0.427918325,0.567042434,0.245725049,0,0.050341683,0.027815159,0.246761873,0.038939509,0.031482811,0.033398691,0.191062925,0.003502888,0.218555689,0.129074784,0.212947457,0.143900476,0.011408664,0.12525161,0.161209856,0.048981323,0.151860967,0.065873138,0.345288592,0.039567601,0.453227822,0.436658163,0.261206338,0.400033911,0.058118741,0.245250745,0.108677863,0.278021438,0.367412891
2050,6,0.935043138,0.976918101,0,0.680619224,0.914386021,0,0.478702872,0.949795478,0,0.290651271,0.468818263,0,0.94842368,0.948764648,0,0.948910466,0.942420565,0,0.949999997,0.929298631,0,0.191319824,0,0.335301512,0,0.001109721,0,0.332681028,0,0.810131468,0.949224066,0,0,0.788016904,0.743915357,0,0.679710495,0.713437734,0.223456832,0.285485081,0,0.182330601,0.127186293,0,0.735510265,0.814695484,0,0,0,0.29162069,0.366144401,0,0.307288942,0,0.052759838,0,0.884262985,0.945657873,0,0.765965169,0.931592087,0,0.56694504,0.926683516,0,0.715115333,0.55249291,0,0.46233568,0.768753506,0,0.7368974,0.70520009,0,0.722169458,0,0.185440755,0.516241547,0,0.513445223,0.979147883,0.400793095,0.268261687,0.264136029,0.183843548,0.763480392,0.330802366,0.424661711,0.483907531,0.333530725,0.282527147,0.197661692,0.271053507,0.21468006,0.211026469,0.473557692,0.354916104,0.362258953,0.145549765,0.456773128,0.137547845,0.229227866,0.305098329,0.627267696,0.645514214,0.620870554,0.620713976,0.572822374,0.38458041,0.437790648,0.788432675,0.53589684,0.638026202,0.586631461,0.468625954,0.623852173,0.720839864,0.745369028,0.606083964,0.470228674,0.273142216,0.367115613,0.569661348,0.669109103,0.488629326,0.43515951,0.534048219,0.718426483,0.536507486,0.389364386,0.435735573,0.586367496,0.234892272,0,0.050341683,0.027815159,0.246761873,0.038939509,0.031482811,0.033398691,0.191062925,0.003502888,0.218555689,0.129074784,0.212947457,0.143900476,0.011408664,0.12525161,0.161209856,0.048981323,0.151860967,0.065873138,0.345288592,0.039567601,0.453227822,0.436658163,0.261206338,0.400033911,0.058118741,0.245250745,0.108677863,0.278021438,0.367412891
2050,7,0.929755169,0.976978617,0,0.573783947,0.9494647,0,0.474192651,0.948330303,0,0.254488295,0.478287132,0,0.949023136,0.948892948,0,0.948206249,0.939946623,0,0.95,0.917483899,0,0.144824544,0,0.343641871,0,0.007086309,0,0.317850456,0,0.801670972,0.949947556,0,0,0.786074679,0.748591724,0,0.696954227,0.706319836,0.218063304,0.287464889,0,0.176371543,0.160829578,0,0.69820212,0.779167499,0,0,0,0.26833128,0.316172905,0,0.298961843,0,0.056453151,0,0.870111616,0.949637352,0,0.766403003,0.943054551,0,0.615233845,0.94364255,0,0.724979646,0.610871602,0,0.476875798,0.751499678,0,0.746867116,0.710254704,0,0.705731074,0,0.194551882,0.448954079,0,0.556690243,0.979110434,0.400793095,0.268261687,0.264136029,0.183843548,0.763480392,0.330802366,0.424661711,0.483907531,0.333530725,0.282527147,0.197661692,0.271053507,0.21468006,0.211026469,0.473557692,0.354916104,0.362258953,0.145549765,0.456773128,0.137547845,0.229227866,0.305098329,0.667477819,0.729507513,0.65932235,0.632725694,0.620085578,0.437778697,0.447977229,0.8183319,0.579880784,0.641200983,0.597871371,0.42856469,0.688889621,0.778639723,0.723059812,0.583788984,0.507026723,0.321115017,0.405010634,0.615870566,0.661541831,0.510956341,0.454696026,0.563577614,0.749444578,0.552448657,0.411971172,0.458804022,0.606527856,0.256415086,0,0.050341683,0.027815159,0.246761873,0.038939509,0.031482811,0.033398691,0.191062925,0.003502888,0.218555689,0.129074784,0.212947457,0.143900476,0.011408664,0.12525161,0.161209856,0.048981323,0.151860967,0.065873138,0.345288592,0.039567601,0.453227822,0.436658163,0.261206338,0.400033911,0.058118741,0.245250745,0.108677863,0.278021438,0.367412891
2050,8,0.941916021,0.972971882,0,0.660715677,0.949295891,0,0.491893143,0.949289877,0,0.237291626,0.466073477,0,0.949468906,0.949985397,0,0.948682627,0.926086544,0,0.95,0.933794642,0,0.11216893,0,0.355523848,0,0.015165102,0,0.29636117,0,0.802203281,0.947947815,0,0,0.78809566,0.757985628,0,0.714461016,0.704201396,0.214468353,0.28577216,0,0.187799874,0.178015881,0,0.671166361,0.746527888,0,0,0,0.246001979,0.254835065,0,0.269621818,0,0.056674561,0,0.84950241,0.94999578,0,0.769309667,0.947532346,0,0.679362108,0.948455167,0,0.731224123,0.656888572,0,0.479543534,0.685908111,0,0.752419806,0.695586667,0,0.706410555,0,0.231290379,0.402570469,0.089556457,0.52282586,0.964841423,0.400793095,0.268261687,0.264136029,0.183843548,0.763480392,0.330802366,0.424661711,0.483907531,0.333530725,0.282527147,0.197661692,0.271053507,0.21468006,0.211026469,0.473557692,0.354916104,0.362258953,0.145549765,0.456773128,0.137547845,0.229227866,0.305098329,0.696503136,0.741940297,0.694866709,0.645214844,0.63540066,0.537185661,0.488840521,0.849037962,0.62919397,0.669490167,0.609257851,0.396690791,0.720930833,0.818920155,0.751991997,0.560774304,0.540336436,0.374177461,0.444603563,0.652269635,0.682016828,0.533689866,0.483318994,0.582320925,0.75107955,0.574328233,0.450396617,0.497320097,0.627886123,0.271242181,0,0.050341683,0.027815159,0.246761873,0.038939509,0.031482811,0.033398691,0.191062925,0.003502888,0.218555689,0.129074784,0.212947457,0.143900476,0.011408664,0.12525161,0.161209856,0.048981323,0.151860967,0.065873138,0.345288592,0.039567601,0.453227822,0.436658163,0.261206338,0.400033911,0.058118741,0.245250745,0.108677863,0.278021438,0.367412891
2050,9,0.948224703,0.973027353,0,0.772564324,0.94761225,0,0.495798071,0.94999952,0,0.249509836,0.471396114,0,0.949987053,0.949998451,0,0.947246065,0.91429662,0,0.95,0.939959471,0,0.065586453,0,0.359937405,0,0.011096011,0,0.29762749,0,0.80784096,0.949492693,0,0,0.791857121,0.775730043,0,0.742241056,0.696246164,0.200601064,0.297006068,0,0.18666498,0.164954503,0,0.651952584,0.702830467,0.027937179,0.004908788,0,0.227144121,0.215782506,0.045268423,0.218959402,0.000943547,0.048255434,0,0.842290266,0.949996034,0,0.769419983,0.947522844,0,0.687614708,0.949851295,0,0.737790409,0.717270819,0.051398916,0.482696934,0.58841431,0.114729604,0.750264521,0.66271571,0.23476832,0.712109018,0.192300914,0.269081075,0.340136167,0.222624443,0.516019211,0.971223955,0.400793095,0.268261687,0.264136029,0.183843548,0.763480392,0.330802366,0.424661711,0.483907531,0.333530725,0.282527147,0.197661692,0.271053507,0.21468006,0.211026469,0.473557692,0.354916104,0.362258953,0.145549765,0.456773128,0.137547845,0.229227866,0.305098329,0.71140067,0.722061795,0.722545212,0.653927951,0.617028299,0.616840412,0.533659284,0.856104666,0.676145294,0.691240676,0.641005359,0.44722748,0.729742893,0.833712469,0.75678581,0.588078931,0.564276255,0.411060412,0.466465304,0.684659112,0.683125205,0.552895539,0.509494489,0.59539758,0.760645525,0.591549014,0.472071357,0.514761796,0.64102752,0.291238589,0,0.050341683,0.027815159,0.246761873,0.038939509,0.031482811,0.033398691,0.191062925,0.003502888,0.218555689,0.129074784,0.212947457,0.143900476,0.011408664,0.12525161,0.161209856,0.048981323,0.151860967,0.065873138,0.345288592,0.039567601,0.453227822,0.436658163,0.261206338,0.400033911,0.058118741,0.245250745,0.108677863,0.278021438,0.367412891
2050,10,0.948630529,0.9766685,0,0.847502912,0.94802378,0,0.501492058,0.949999994,0.021739292,0.273609126,0.50671532,0.048651682,0.949999703,0.949998104,0,0.943113392,0.912311984,0,0.95,0.948008867,0,0.025442934,0.127195644,0.343329156,0.034321649,0.033109008,0,0.327163905,0.006782707,0.825111781,0.94994984,0.010957981,0,0.787994837,0.782880113,0,0.779613376,0.69090129,0.191919815,0.306116375,0.058754861,0.170398759,0.136471766,0,0.634613231,0.665079251,0.206498325,0.036945378,0.110075028,0.211143264,0.183818163,0.113958992,0.125068694,0.075165733,0.036200478,0.018784461,0.864248272,0.949962464,0.022012774,0.797558764,0.9464969,0,0.711878599,0.949943214,0,0.752535839,0.759869174,0.136788371,0.466263154,0.506778041,0.237560143,0.752715055,0.645040498,0.438220518,0.726833549,0.369188295,0.286900435,0.259334062,0.347987893,0.388435253,0.97906391,0.400793095,0.268261687,0.264136029,0.183843548,0.763480392,0.330802366,0.424661711,0.483907531,0.333530725,0.282527147,0.197661692,0.271053507,0.21468006,0.211026469,0.473557692,0.354916104,0.362258953,0.145549765,0.456773128,0.137547845,0.229227866,0.305098329,0.729660867,0.712700583,0.746699004,0.668695747,0.615158571,0.665804142,0.568783489,0.882965864,0.70025794,0.702890234,0.662203746,0.476601823,0.755793566,0.844144239,0.763961807,0.6316677,0.561152771,0.426440454,0.479333875,0.713409586,0.688000988,0.573360069,0.526430002,0.60715593,0.769314061,0.593456047,0.490279485,0.521462683,0.646182867,0.315238059,0,0.050341683,0.027815159,0.246761873,0.038939509,0.031482811,0.033398691,0.191062925,0.003502888,0.218555689,0.129074784,0.212947457,0.143900476,0.011408664,0.12525161,0.161209856,0.048981323,0.151860967,0.065873138,0.345288592,0.039567601,0.453227822,0.436658163,0.261206338,0.400033911,0.058118741,0.245250745,0.108677863,0.278021438,0.367412891
