year,timestep,availability-wind,availability-solar,demand-demand
2030,1,0.975744495,0,0.633142247
2030,2,0.974481951,0,0.625239406
2030,3,0.974812418,0,0.621110133
2030,4,0.977629529,0,0.619755039
2030,5,0.976298455,0,0.620001247
2030,6,0.976918101,0,0.627267696
2030,7,0.976978617,0,0.667477819
2030,8,0.972971882,0,0.696503136
2030,9,0.973027353,0,0.71140067
2030,10,0.9766685,0,0.729660867
2030,11,0.977240991,0.097599922,0.736750915
2030,12,0.978000298,0.164051755,0.739042669
2030,13,0.978449519,0.212189776,0.741454763
2030,14,0.978303223,0.231905119,0.74258038
2030,15,0.97886613,0.201759551,0.752972447
2030,16,0.978702233,0.112715714,0.782099278
2030,17,0.979181344,0.019581694,0.833902381
2030,18,0.979192452,0,0.828120142
2030,19,0.979198743,0,0.818257538
2030,20,0.96731231,0,0.800526204
2030,21,0.716343273,0,0.77298242
2030,22,0.730743085,0,0.738981045
2030,23,0.641879866,0,0.70905928
2030,24,0.53504365,0,0.684379851
2030,25,0.753506717,0,0.749919482
2030,26,0.735375427,0,0.738849943
2030,27,0.689022361,0,0.736714872
2030,28,0.600063141,0,0.743376662
2030,29,0.937494308,0,0.761402295
2030,30,0.978935108,0,0.7523518
2030,31,0.97919998,0,0.806920915
2030,32,0.979199776,0,0.847383241
2030,33,0.979168481,0,0.867306839
2030,34,0.978778019,0,0.883778851
2030,35,0.97876972,0.052912444,0.886255817
2030,36,0.975801645,0.183943832,0.889334499
2030,37,0.979162079,0.329410082,0.904635102
2030,38,0.979140634,0.375589813,0.905407802
2030,39,0.979138623,0.332509323,0.903669765
2030,40,0.97912968,0.227769053,0.936551557
2030,41,0.978973883,0.063519135,0.976540663
2030,42,0.978928089,0,0.950561724
2030,43,0.979087898,0,0.925800565
2030,44,0.978791493,0,0.88995798
2030,45,0.979060189,0,0.848613981
2030,46,0.977520252,0,0.804850056
2030,47,0.978227344,0,0.758247668
2030,48,0.973689662,0,0.730770138
2030,49,0.972680237,0,0.753784201
2030,50,0.969142883,0,0.739102973
2030,51,0.964693519,0,0.732690529
2030,52,0.967909582,0,0.73587
2030,53,0.975804388,0,0.751912534
2030,54,0.977208091,0,0.742694112
2030,55,0.977300928,0,0.796501565
2030,56,0.965881996,0,0.842496168
2030,57,0.964609564,0,0.864840158
2030,58,0.956589678,0,0.891171216
2030,59,0.88853488,0.005464308,0.90478724
2030,60,0.770516254,0.02025405,0.910778747
2030,61,0.771229517,0.03506749,0.92919017
2030,62,0.750918361,0.045607609,0.932406226
2030,63,0.694290396,0.035234888,0.928433157
2030,64,0.699257137,0.013833577,0.955230423
2030,65,0.843253882,0,0.975688102
2030,66,0.900136167,0,0.941068834
2030,67,0.936890281,0,0.911640365
2030,68,0.958139328,0,0.871831828
2030,69,0.961635604,0,0.830329716
2030,70,0.966514389,0,0.785443943
2030,71,0.961130449,0,0.740545431
2030,72,0.958370467,0,0.709942017
2030,73,0.9467621,0,0.717647566
2030,74,0.947664811,0,0.703094145
2030,75,0.936115467,0,0.696555244
2030,76,0.924629548,0,0.699594425
2030,77,0.9158087,0,0.718023962
2030,78,0.915653834,0,0.711562801
2030,79,0.899042268,0,0.765803107
2030,80,0.839944767,0,0.810718487
2030,81,0.760127473,0,0.828670256
2030,82,0.700130791,0,0.84515429
2030,83,0.674236164,0.137719696,0.849164172
2030,84,0.546709534,0.242310057,0.847807763
2030,85,0.462885047,0.30789593,0.871018478
2030,86,0.44910344,0.314630403,0.878092968
2030,87,0.389135071,0.263934809,0.880090663
2030,88,0.347576728,0.186842542,0.909981083
2030,89,0.349527724,0.066696501,0.927604577
2030,90,0.412336067,0,0.898487612
2030,91,0.484515285,0,0.870993046
2030,92,0.538404402,0,0.831454459
2030,93,0.535892957,0,0.785791736
2030,94,0.594365515,0,0.739993801
2030,95,0.579853794,0,0.692824641
2030,96,0.576390244,0,0.6613894
2030,97,0.603554335,0,0.662971777
2030,98,0.652885611,0,0.646324666
2030,99,0.806198954,0,0.639853974
2030,100,0.876706014,0,0.643264645
2030,101,0.869618497,0,0.661362049
2030,102,0.872883076,0,0.652519818
2030,103,0.832715922,0,0.706135869
2030,104,0.674977395,0,0.752776148
2030,105,0.571384755,0,0.773072632
2030,106,0.55384371,0,0.793164835
2030,107,0.519888354,0.068209687,0.800423669
2030,108,0.537239662,0.143260058,0.798613771
2030,109,0.544811597,0.210564673,0.814697809
2030,110,0.58678478,0.213852857,0.818869759
2030,111,0.588055069,0.158593107,0.817343161
2030,112,0.509364969,0.081381587,0.840125665
2030,113,0.441368317,0.015461828,0.872781044
2030,114,0.429021271,0,0.846315124
2030,115,0.294445387,0,0.816974821
2030,116,0.243664787,0,0.778267644
2030,117,0.233967491,0,0.738646274
2030,118,0.250100502,0,0.703190645
2030,119,0.277956771,0,0.665465542
2030,120,0.25448825,0,0.638986432
2030,121,0.273820886,0,0.627045872
2030,122,0.316375895,0,0.611772348
2030,123,0.314328163,0,0.604437862
2030,124,0.508543991,0,0.60098729
2030,125,0.641011905,0,0.600411516
2030,126,0.680910471,0,0.607376391
2030,127,0.681968892,0,0.649037407
2030,128,0.69752244,0,0.692860391
2030,129,0.711554435,0,0.716417046
2030,130,0.74876603,0,0.718143017
2030,131,0.739375593,0.077507031,0.70337348
2030,132,0.791246617,0.165086793,0.69612658
2030,133,0.852147086,0.235444022,0.691229852
2030,134,0.900318663,0.237654719,0.694312884
2030,135,0.863930271,0.195295575,0.705029523
2030,136,0.820830228,0.131756933,0.73164989
2030,137,0.879467775,0.042630576,0.791896486
2030,138,0.926096078,0,0.793996769
2030,139,0.929923012,0,0.781065022
2030,140,0.946382154,0,0.757674235
2030,141,0.901063247,0,0.728185362
2030,142,0.854592113,0,0.695517551
2030,143,0.844771218,0,0.666250602
2030,144,0.734226954,0,0.638516236
2030,145,0.631019917,0,0.598428639
2030,146,0.603553717,0,0.581747678
2030,147,0.544735503,0,0.570534223
2030,148,0.46540923,0,0.562574578
2030,149,0.405367288,0,0.553462484
2030,150,0.436530212,0,0.546736234
2030,151,0.461924894,0,0.574560324
2030,152,0.581976597,0,0.607309222
2030,153,0.663406212,0,0.627941991
2030,154,0.874880175,0,0.636468366
2030,155,0.940131148,0.147935752,0.636054686
2030,156,0.973436268,0.27521663,0.640745303
2030,157,0.976901491,0.342691777,0.648768247
2030,158,0.971822186,0.342342176,0.648399505
2030,159,0.976321166,0.288515707,0.661909134
2030,160,0.977370765,0.171528599,0.687271749
2030,161,0.978453575,0.049910331,0.748925675
2030,162,0.979057408,0,0.752212734
2030,163,0.979154786,0,0.741958182
2030,164,0.97919652,0,0.721597042
2030,165,0.979198196,0,0.692491776
2030,166,0.979198885,0,0.658115578
2030,167,0.979199753,0,0.625926423
2030,168,0.979196837,0,0.601965521
2030,169,0.979169097,0,0.650087189
2030,170,0.979197849,0,0.642385393
2030,171,0.979199529,0,0.642754503
2030,172,0.97919998,0,0.651565821
2030,173,0.979199996,0,0.675310254
2030,174,0.979199999,0,0.677924475
2030,175,0.979198696,0,0.747797932
2030,176,0.979172188,0,0.792773263
2030,177,0.858551153,0,0.805670556
2030,178,0.849130719,0,0.817852282
2030,179,0.957938779,0,0.820637642
2030,180,0.921217957,0.000168806,0.822019611
2030,181,0.823203478,0.000429805,0.839384699
2030,182,0.787453288,0.000118122,0.841391157
2030,183,0.816028591,0,0.840308841
2030,184,0.937739166,0,0.869680707
2030,185,0.975399963,0,0.891906394
2030,186,0.957066195,0,0.864860021
2030,187,0.978921115,0,0.840047601
2030,188,0.978780323,0,0.802195656
2030,189,0.978206837,0,0.758678321
2030,190,0.976339599,0,0.713575992
2030,191,0.9649794,0,0.670091595
2030,192,0.974670727,0,0.643716699
2030,193,0.979061252,0,0.669060552
2030,194,0.979193873,0,0.655112749
2030,195,0.979199999,0,0.649084047
2030,196,0.975883913,0,0.652216774
2030,197,0.554825452,0,0.67352954
2030,198,0.434306261,0,0.675578087
2030,199,0.492169108,0,0.744907902
2030,200,0.439326052,0,0.789294993
2030,201,0.161708926,0,0.802869927
2030,202,0.408445554,0,0.822812659
2030,203,0.977994376,0.005013445,0.829652327
2030,204,0.928343375,0.015439848,0.834160275
2030,205,0.976213746,0.02936607,0.843229611
2030,206,0.9792,0.045994535,0.836964241
2030,207,0.9792,0.055885611,0.833837195
2030,208,0.979191702,0.032943327,0.862207303
2030,209,0.973367755,0.002213051,0.896783907
2030,210,0.976933423,0,0.875100593
2030,211,0.978137357,0,0.851338594
2030,212,0.884563862,0,0.813907662
2030,213,0.622516643,0,0.768686724
2030,214,0.672193818,0,0.72090487
2030,215,0.936519411,0,0.673066615
2030,216,0.977710051,0,0.643933679
2030,217,0.971466001,0,0.665764247
2030,218,0.940030704,0,0.652883456
2030,219,0.931176045,0,0.648926846
2030,220,0.937664225,0,0.653846437
2030,221,0.84968465,0,0.676076254
2030,222,0.733899295,0,0.678993395
2030,223,0.511801219,0,0.74916934
2030,224,0.496629955,0,0.795074044
2030,225,0.31060572,0,0.809289174
2030,226,0.238429281,0,0.819321919
2030,227,0.554970864,0.004832745,0.820486567
2030,228,0.880075055,0.015694093,0.822679641
2030,229,0.825117634,0.018976111,0.831974739
2030,230,0.728302193,0.014329924,0.830520586
2030,231,0.679993346,0.013546131,0.828337404
2030,232,0.601449245,0.021641092,0.856243168
2030,233,0.472786528,0.019176217,0.878668009
2030,234,0.598050291,0,0.847711964
2030,235,0.885802391,0,0.818919567
2030,236,0.961310727,0,0.78076392
2030,237,0.978544483,0,0.736751661
2030,238,0.979187304,0,0.691865895
2030,239,0.979195574,0,0.646627643
2030,240,0.979198405,0,0.617657957
2030,241,0.979199091,0,0.634296905
2030,242,0.979199689,0,0.62153144
2030,243,0.979198843,0,0.61720638
2030,244,0.979199901,0,0.622222069
2030,245,0.9792,0,0.645067648
2030,246,0.9792,0,0.64771051
2030,247,0.9792,0,0.716294512
2030,248,0.979199997,0,0.759659471
2030,249,0.979089231,0,0.772118277
2030,250,0.9792,0,0.796662488
2030,251,0.9792,0.106109909,0.807557399
2030,252,0.9792,0.172423836,0.803078013
2030,253,0.9792,0.223481868,0.810982669
2030,254,0.9792,0.265684001,0.811407386
2030,255,0.979199736,0.228734324,0.807611248
2030,256,0.979195402,0.137486008,0.830813064
2030,257,0.979199923,0.04472035,0.858295479
2030,258,0.979199944,0,0.834180479
2030,259,0.979199991,0,0.810227595
2030,260,0.979199966,0,0.772372855
2030,261,0.979199308,0,0.726324519
2030,262,0.979199906,0,0.682030411
2030,263,0.979199937,0,0.638165722
2030,264,0.979199846,0,0.61143043
2030,265,0.979199604,0,0.661407025
2030,266,0.979199658,0,0.649847944
2030,267,0.979199993,0,0.647343615
2030,268,0.979199871,0,0.652862743
2030,269,0.979199999,0,0.676449431
2030,270,0.9792,0,0.679342484
2030,271,0.9792,0,0.74981947
2030,272,0.9792,0,0.795575831
2030,273,0.9792,0,0.810599333
2030,274,0.9792,0,0.833241454
2030,275,0.944891236,0.00274701,0.844922074
2030,276,0.952911756,0.014830571,0.840480427
2030,277,0.9792,0.020780167,0.848021274
2030,278,0.977108611,0.023257785,0.841053014
2030,279,0.971806764,0.017200712,0.835048237
2030,280,0.9792,0.00547688,0.859103176
2030,281,0.9792,0,0.896735784
2030,282,0.979199793,0,0.876489895
2030,283,0.979197101,0,0.84703862
2030,284,0.97919166,0,0.806129457
2030,285,0.976204318,0,0.761305015
2030,286,0.707156667,0,0.72124784
2030,287,0.567551922,0,0.681558243
2030,288,0.500091806,0,0.653339051
2030,289,0.579873485,0,0.622078437
2030,290,0.737129351,0,0.607185483
2030,291,0.753373518,0,0.599258095
2030,292,0.612052537,0,0.595410479
2030,293,0.645754935,0,0.594885563
2030,294,0.735751224,0,0.599645306
2030,295,0.883617897,0,0.639308325
2030,296,0.744405049,0,0.679058986
2030,297,0.804534635,0,0.701398156
2030,298,0.945162875,0,0.7133171
2030,299,0.951501666,0.002260449,0.711435236
2030,300,0.917556817,0.008074535,0.695265146
2030,301,0.828299079,0.012628502,0.686383349
2030,302,0.755771653,0.012068627,0.679461122
2030,303,0.778508625,0.011373852,0.683753896
2030,304,0.777479121,0.011176928,0.705335007
2030,305,0.763109603,0.00485161,0.765934307
2030,306,0.683794904,0,0.771472819
2030,307,0.721941939,0,0.757166603
2030,308,0.662689536,0,0.735773025
2030,309,0.824342158,0,0.708675604
2030,310,0.853896347,0,0.680807456
2030,311,0.881666097,0,0.65509984
2030,312,0.908957313,0,0.632549954
2030,313,0.938804589,0,0.607191712
2030,314,0.95742753,0,0.593707589
2030,315,0.967467698,0,0.585990247
2030,316,0.970109201,0,0.579742315
2030,317,0.974423993,0,0.572203112
2030,318,0.978560527,0,0.565778495
