id,from_asset,to_asset,year,rep_period,time_block_start,time_block_end,var_flow_id,dual_max_transport_flow_limit_simple_method,dual_min_transport_flow_limit_simple_method
1,AT_E_Balance,DE_E_Balance,2050,1,1,4,1,0.0,0.0
2,AT_E_Balance,DE_E_Balance,2050,1,5,8,2,0.0,0.0
3,AT_E_Balance,DE_E_Balance,2050,1,9,12,3,0.0,0.0
4,AT_E_Balance,DE_E_Balance,2050,1,13,16,4,0.0,0.0
5,AT_E_Balance,DE_E_Balance,2050,1,17,20,5,0.0,0.0
6,AT_E_Balance,DE_E_Balance,2050,1,21,24,6,0.0,0.0
7,BG_E_Balance,GR_E_Balance,2050,1,1,4,7,0.0,4505.413299929449
8,BG_E_Balance,GR_E_Balance,2050,1,5,8,8,0.0,4505.413299929449
9,BG_E_Balance,GR_E_Balance,2050,1,9,12,9,0.0,-0.0
10,BG_E_Balance,GR_E_Balance,2050,1,13,16,10,0.0,-0.0
11,BG_E_Balance,GR_E_Balance,2050,1,17,20,11,0.0,4505.413299929449
12,BG_E_Balance,GR_E_Balance,2050,1,21,24,12,0.0,4505.413299929449
13,CH_E_Balance,FR_E_Balance,2050,1,1,4,13,0.0,-0.0
14,CH_E_Balance,FR_E_Balance,2050,1,5,8,14,0.0,-0.0
15,CH_E_Balance,FR_E_Balance,2050,1,9,12,15,0.0,-0.0
16,CH_E_Balance,FR_E_Balance,2050,1,13,16,16,0.0,-0.0
17,CH_E_Balance,FR_E_Balance,2050,1,17,20,17,0.0,-0.0
18,CH_E_Balance,FR_E_Balance,2050,1,21,24,18,0.0,-0.0
19,CY_E_Balance,GR_E_Balance,2050,1,1,4,19,0.0,-0.0
20,CY_E_Balance,GR_E_Balance,2050,1,5,8,20,0.0,-0.0
21,CY_E_Balance,GR_E_Balance,2050,1,9,12,21,0.0,-0.0
22,CY_E_Balance,GR_E_Balance,2050,1,13,16,22,0.0,-0.0
23,CY_E_Balance,GR_E_Balance,2050,1,17,20,23,0.0,-0.0
24,CY_E_Balance,GR_E_Balance,2050,1,21,24,24,0.0,-0.0
25,CZ_E_Balance,DE_E_Balance,2050,1,1,4,25,0.0,-2.9602986728605174e-12
26,CZ_E_Balance,DE_E_Balance,2050,1,5,8,26,0.0,-4.760636329592671e-13
27,CZ_E_Balance,DE_E_Balance,2050,1,9,12,27,0.0,-0.0
28,CZ_E_Balance,DE_E_Balance,2050,1,13,16,28,0.0,-0.0
29,CZ_E_Balance,DE_E_Balance,2050,1,17,20,29,0.0,-0.0
30,CZ_E_Balance,DE_E_Balance,2050,1,21,24,30,0.0,-0.0
31,DE_E_Balance,NL_E_Balance,2050,1,1,1,31,0.0,-0.0
32,DE_E_Balance,NL_E_Balance,2050,1,2,2,32,0.0,-0.0
33,DE_E_Balance,NL_E_Balance,2050,1,3,3,33,0.0,-0.0
34,DE_E_Balance,NL_E_Balance,2050,1,4,4,34,0.0,-0.0
35,DE_E_Balance,NL_E_Balance,2050,1,5,5,35,0.0,-0.0
36,DE_E_Balance,NL_E_Balance,2050,1,6,6,36,0.0,-0.0
37,DE_E_Balance,NL_E_Balance,2050,1,7,7,37,0.0,-0.0
38,DE_E_Balance,NL_E_Balance,2050,1,8,8,38,0.0,-0.0
39,DE_E_Balance,NL_E_Balance,2050,1,9,9,39,0.0,-0.0
40,DE_E_Balance,NL_E_Balance,2050,1,10,10,40,0.0,-0.0
41,DE_E_Balance,NL_E_Balance,2050,1,11,11,41,0.0,-0.0
42,DE_E_Balance,NL_E_Balance,2050,1,12,12,42,0.0,-0.0
43,DE_E_Balance,NL_E_Balance,2050,1,13,13,43,0.0,-0.0
44,DE_E_Balance,NL_E_Balance,2050,1,14,14,44,0.0,-0.0
45,DE_E_Balance,NL_E_Balance,2050,1,15,15,45,0.0,-0.0
46,DE_E_Balance,NL_E_Balance,2050,1,16,16,46,0.0,-0.0
47,DE_E_Balance,NL_E_Balance,2050,1,17,17,47,0.0,-0.0
48,DE_E_Balance,NL_E_Balance,2050,1,18,18,48,0.0,-0.0
49,DE_E_Balance,NL_E_Balance,2050,1,19,19,49,0.0,-0.0
50,DE_E_Balance,NL_E_Balance,2050,1,20,20,50,0.0,-0.0
51,DE_E_Balance,NL_E_Balance,2050,1,21,21,51,0.0,-0.0
