id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_consumer
1,AT_E_Demand,2050,1,1,4,-0.0
2,AT_E_Demand,2050,1,5,8,-0.0
3,AT_E_Demand,2050,1,9,12,-0.0
4,AT_E_Demand,2050,1,13,16,-0.0
5,AT_E_Demand,2050,1,17,20,-0.0
6,AT_E_Demand,2050,1,21,24,-0.0
7,AT_E_Demand,2050,2,1,4,6073.521844509809
8,AT_E_Demand,2050,2,5,8,6073.521844509803
9,AT_E_Demand,2050,2,9,12,-0.0
10,AT_E_Demand,2050,2,13,16,-0.0
11,AT_E_Demand,2050,2,17,20,4555.141383382357
12,AT_E_Demand,2050,2,21,24,6073.521844509809
13,AT_E_Demand,2050,3,1,4,-2.2737367544323206e-13
14,AT_E_Demand,2050,3,5,8,-0.0
15,AT_E_Demand,2050,3,9,12,-0.0
16,AT_E_Demand,2050,3,13,16,-0.0
17,AT_E_Demand,2050,3,17,20,-0.0
18,AT_E_Demand,2050,3,21,24,-0.0
19,AT_H_Demand,2050,1,1,1,-14691.565108465584
20,AT_H_Demand,2050,1,2,2,4897.188369488528
21,AT_H_Demand,2050,1,3,3,4897.188369488528
22,AT_H_Demand,2050,1,4,4,4897.188369488528
23,AT_H_Demand,2050,1,5,5,-14691.565108465584
24,AT_H_Demand,2050,1,6,6,4897.188369488528
25,AT_H_Demand,2050,1,7,7,4897.188369488528
26,AT_H_Demand,2050,1,8,8,4897.188369488528
27,AT_H_Demand,2050,1,9,9,-14691.565108465584
28,AT_H_Demand,2050,1,10,10,4897.188369488528
29,AT_H_Demand,2050,1,11,11,4897.188369488528
30,AT_H_Demand,2050,1,12,12,4897.188369488528
31,AT_H_Demand,2050,1,13,13,-14691.565108465584
32,AT_H_Demand,2050,1,14,14,4897.188369488528
33,AT_H_Demand,2050,1,15,15,4897.188369488528
34,AT_H_Demand,2050,1,16,16,4897.188369488528
35,AT_H_Demand,2050,1,17,17,-14691.565108465584
36,AT_H_Demand,2050,1,18,18,4897.188369488528
37,AT_H_Demand,2050,1,19,19,4897.188369488528
38,AT_H_Demand,2050,1,20,20,4897.188369488528
39,AT_H_Demand,2050,1,21,21,-14691.565108465584
40,AT_H_Demand,2050,1,22,22,4897.188369488528
41,AT_H_Demand,2050,1,23,23,4897.188369488528
42,AT_H_Demand,2050,1,24,24,4897.188369488528
43,AT_H_Demand,2050,2,1,1,-13731.440691935219
44,AT_H_Demand,2050,2,2,2,6601.654178815009
45,AT_H_Demand,2050,2,3,3,6601.654178815009
46,AT_H_Demand,2050,2,4,4,6601.654178815009
47,AT_H_Demand,2050,2,5,5,-13731.440691935224
48,AT_H_Demand,2050,2,6,6,6601.654178815009
49,AT_H_Demand,2050,2,7,7,6601.654178815009
50,AT_H_Demand,2050,2,8,8,6601.654178815009
51,AT_H_Demand,2050,2,9,9,-19804.962536445026
52,AT_H_Demand,2050,2,10,10,6601.654178815009
53,AT_H_Demand,2050,2,11,11,6601.654178815009
54,AT_H_Demand,2050,2,12,12,6601.654178815009
55,AT_H_Demand,2050,2,13,13,-19804.962536445026
56,AT_H_Demand,2050,2,14,14,6601.654178815009
57,AT_H_Demand,2050,2,15,15,6601.654178815009
58,AT_H_Demand,2050,2,16,16,6601.654178815009
59,AT_H_Demand,2050,2,17,17,-15249.821153062669
60,AT_H_Demand,2050,2,18,18,6601.654178815009
61,AT_H_Demand,2050,2,19,19,6601.654178815009
62,AT_H_Demand,2050,2,20,20,6601.654178815009
63,AT_H_Demand,2050,2,21,21,-13731.440691935219
64,AT_H_Demand,2050,2,22,22,6601.654178815009
65,AT_H_Demand,2050,2,23,23,6601.654178815009
66,AT_H_Demand,2050,2,24,24,6601.654178815009
67,AT_H_Demand,2050,3,1,1,-20253.472355089394
68,AT_H_Demand,2050,3,2,2,6751.157451696465
69,AT_H_Demand,2050,3,3,3,6751.157451696465
70,AT_H_Demand,2050,3,4,4,6751.157451696465
71,AT_H_Demand,2050,3,5,5,-20253.472355089394
72,AT_H_Demand,2050,3,6,6,6751.157451696465
73,AT_H_Demand,2050,3,7,7,6751.157451696465
74,AT_H_Demand,2050,3,8,8,6751.157451696465
75,AT_H_Demand,2050,3,9,9,-20253.472355089394
76,AT_H_Demand,2050,3,10,10,6751.157451696465
77,AT_H_Demand,2050,3,11,11,6751.157451696465
78,AT_H_Demand,2050,3,12,12,6751.157451696465
79,AT_H_Demand,2050,3,13,13,-20253.472355089394
80,AT_H_Demand,2050,3,14,14,6751.157451696465
81,AT_H_Demand,2050,3,15,15,6751.157451696465
82,AT_H_Demand,2050,3,16,16,6751.157451696465
83,AT_H_Demand,2050,3,17,17,-20253.472355089394
84,AT_H_Demand,2050,3,18,18,6751.157451696465
85,AT_H_Demand,2050,3,19,19,6751.157451696465
86,AT_H_Demand,2050,3,20,20,6751.157451696465
87,AT_H_Demand,2050,3,21,21,-20253.472355089394
88,AT_H_Demand,2050,3,22,22,6751.157451696465
89,AT_H_Demand,2050,3,23,23,6751.157451696465
90,AT_H_Demand,2050,3,24,24,6751.157451696465
91,BE_E_Demand,2050,1,1,2,7.323031070427533e-13
92,BE_E_Demand,2050,1,3,4,-7.323031070427533e-13
93,BE_E_Demand,2050,1,5,6,-0.0
94,BE_E_Demand,2050,1,7,8,-0.0
95,BE_E_Demand,2050,1,9,10,-0.0
96,BE_E_Demand,2050,1,11,12,-0.0
97,BE_E_Demand,2050,1,13,14,-0.0
98,BE_E_Demand,2050,1,15,16,-0.0
99,BE_E_Demand,2050,1,17,18,-5.526690216584029e-13
100,BE_E_Demand,2050,1,19,20,-0.0
101,BE_E_Demand,2050,1,21,22,-0.0
102,BE_E_Demand,2050,1,23,24,-0.0
103,BE_E_Demand,2050,2,1,2,3036.7609222549045
104,BE_E_Demand,2050,2,3,4,3036.7609222549045
105,BE_E_Demand,2050,2,5,6,3036.7609222549045
106,BE_E_Demand,2050,2,7,8,3036.7609222549027
107,BE_E_Demand,2050,2,9,10,1518.3804611274522
108,BE_E_Demand,2050,2,11,12,-0.0
109,BE_E_Demand,2050,2,13,14,-0.0
110,BE_E_Demand,2050,2,15,16,-0.0
111,BE_E_Demand,2050,2,17,18,1518.3804611274522
112,BE_E_Demand,2050,2,19,20,3036.7609222549045
113,BE_E_Demand,2050,2,21,22,3036.7609222549045
114,BE_E_Demand,2050,2,23,24,3036.7609222549045
115,BE_E_Demand,2050,3,1,2,-0.0
116,BE_E_Demand,2050,3,3,4,-0.0
117,BE_E_Demand,2050,3,5,6,-0.0
118,BE_E_Demand,2050,3,7,8,-0.0
119,BE_E_Demand,2050,3,9,10,-0.0
120,BE_E_Demand,2050,3,11,12,-0.0
121,BE_E_Demand,2050,3,13,14,-0.0
122,BE_E_Demand,2050,3,15,16,-0.0
123,BE_E_Demand,2050,3,17,18,-0.0
124,BE_E_Demand,2050,3,19,20,-0.0
125,BE_E_Demand,2050,3,21,22,-7.815970093361102e-14
126,BE_E_Demand,2050,3,23,24,7.815970093361102e-14
127,BE_H_Demand,2050,1,1,1,-4897.188369488527
128,BE_H_Demand,2050,1,2,2,4897.188369488528
129,BE_H_Demand,2050,1,3,3,-4897.188369488529
130,BE_H_Demand,2050,1,4,4,4897.188369488528
131,BE_H_Demand,2050,1,5,5,-4897.188369488528
132,BE_H_Demand,2050,1,6,6,4897.188369488528
133,BE_H_Demand,2050,1,7,7,-4897.188369488528
134,BE_H_Demand,2050,1,8,8,4897.188369488528
135,BE_H_Demand,2050,1,9,9,-4897.188369488528
136,BE_H_Demand,2050,1,10,10,4897.188369488528
137,BE_H_Demand,2050,1,11,11,-4897.188369488528
138,BE_H_Demand,2050,1,12,12,4897.188369488528
139,BE_H_Demand,2050,1,13,13,-4897.188369488528
140,BE_H_Demand,2050,1,14,14,4897.188369488528
141,BE_H_Demand,2050,1,15,15,-4897.188369488528
142,BE_H_Demand,2050,1,16,16,4897.188369488528
143,BE_H_Demand,2050,1,17,17,-4897.188369488529
144,BE_H_Demand,2050,1,18,18,4897.188369488528
145,BE_H_Demand,2050,1,19,19,-4897.188369488528
146,BE_H_Demand,2050,1,20,20,4897.188369488528
147,BE_H_Demand,2050,1,21,21,-4897.188369488528
148,BE_H_Demand,2050,1,22,22,4897.188369488528
149,BE_H_Demand,2050,1,23,23,-4897.188369488528
150,BE_H_Demand,2050,1,24,24,4897.188369488528
151,BE_H_Demand,2050,2,1,1,-3564.8932565601044
152,BE_H_Demand,2050,2,2,2,6601.654178815009
153,BE_H_Demand,2050,2,3,3,-3564.8932565601044
154,BE_H_Demand,2050,2,4,4,6601.654178815009
155,BE_H_Demand,2050,2,5,5,-3564.8932565601044
156,BE_H_Demand,2050,2,6,6,6601.654178815009
157,BE_H_Demand,2050,2,7,7,-3564.8932565601062
158,BE_H_Demand,2050,2,8,8,6601.654178815009
159,BE_H_Demand,2050,2,9,9,-5083.273717687556
160,BE_H_Demand,2050,2,10,10,6601.654178815009
161,BE_H_Demand,2050,2,11,11,-6601.654178815009
162,BE_H_Demand,2050,2,12,12,6601.654178815009
163,BE_H_Demand,2050,2,13,13,-6601.654178815009
164,BE_H_Demand,2050,2,14,14,6601.654178815009
165,BE_H_Demand,2050,2,15,15,-6601.654178815009
166,BE_H_Demand,2050,2,16,16,6601.654178815009
167,BE_H_Demand,2050,2,17,17,-5083.273717687556
168,BE_H_Demand,2050,2,18,18,6601.654178815009
169,BE_H_Demand,2050,2,19,19,-3564.8932565601044
170,BE_H_Demand,2050,2,20,20,6601.654178815009
171,BE_H_Demand,2050,2,21,21,-3564.8932565601044
172,BE_H_Demand,2050,2,22,22,6601.654178815009
173,BE_H_Demand,2050,2,23,23,-3564.8932565601044
174,BE_H_Demand,2050,2,24,24,6601.654178815009
175,BE_H_Demand,2050,3,1,1,-6751.157451696465
176,BE_H_Demand,2050,3,2,2,6751.157451696465
177,BE_H_Demand,2050,3,3,3,-6751.157451696465
178,BE_H_Demand,2050,3,4,4,6751.157451696465
179,BE_H_Demand,2050,3,5,5,-6751.157451696465
180,BE_H_Demand,2050,3,6,6,6751.157451696465
181,BE_H_Demand,2050,3,7,7,-6751.157451696465
182,BE_H_Demand,2050,3,8,8,6751.157451696465
183,BE_H_Demand,2050,3,9,9,-6751.157451696465
184,BE_H_Demand,2050,3,10,10,6751.157451696465
185,BE_H_Demand,2050,3,11,11,-6751.157451696465
186,BE_H_Demand,2050,3,12,12,6751.157451696465
187,BE_H_Demand,2050,3,13,13,-6751.157451696465
188,BE_H_Demand,2050,3,14,14,6751.157451696465
189,BE_H_Demand,2050,3,15,15,-6751.157451696465
190,BE_H_Demand,2050,3,16,16,6751.157451696465
191,BE_H_Demand,2050,3,17,17,-6751.157451696465
192,BE_H_Demand,2050,3,18,18,6751.157451696465
193,BE_H_Demand,2050,3,19,19,-6751.157451696465
194,BE_H_Demand,2050,3,20,20,6751.157451696465
195,BE_H_Demand,2050,3,21,21,-6751.157451696465
196,BE_H_Demand,2050,3,22,22,6751.157451696465
197,BE_H_Demand,2050,3,23,23,-6751.157451696465
198,BE_H_Demand,2050,3,24,24,6751.157451696465
